neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,days_from_last_review,distance_to_city_center
Brooklyn,Bedford-Stuyvesant,40.69342,-73.9324,Private room,75,7,0,0.0,1,87,3025,6.581841476510656
Queens,Long Island City,40.76243,-73.93044,Entire home/apt,113,25,0,0.0,1,177,3025,8.432675635488366
Brooklyn,Bedford-Stuyvesant,40.68777,-73.95378,Entire home/apt,99,30,2,0.94,2,253,21,5.215720652334645
Manhattan,Murray Hill,40.74938,-73.9802,Entire home/apt,200,60,2,0.29,2,0,188,4.609915222755207
Queens,Sunnyside,40.73695,-73.92376,Private room,69,5,4,0.53,4,280,100,7.447579966693098
Brooklyn,Park Slope,40.67534,-73.97332,Entire home/apt,150,10,1,0.21,1,264,143,4.993418824179274
Queens,Jackson Heights,40.75355,-73.89221,Entire home/apt,170,2,10,1.55,1,346,11,10.624172102034807
Brooklyn,Flatbush,40.65092,-73.9632,Entire home/apt,120,3,2,0.61,1,31,66,7.766020031310922
Manhattan,Upper East Side,40.76544,-73.9585,Entire home/apt,380,3,4,0.51,1,156,15,7.090022949867284
Brooklyn,Bedford-Stuyvesant,40.67961,-73.92461,Entire home/apt,120,3,11,1.47,3,71,9,7.804254147973674
Brooklyn,Kensington,40.6359,-73.97105,Private room,34,2,24,3.16,3,204,14,9.036362132687932
Queens,Woodside,40.74287,-73.89439,Private room,32,28,3,0.47,15,0,38,10.002681542000545
Brooklyn,Williamsburg,40.70469,-73.93878,Private room,135,1,14,1.98,1,355,9,5.751339437076414
Brooklyn,Fort Greene,40.68701,-73.97457,Entire home/apt,150,3,16,2.26,1,66,2,3.906170500268428
Queens,Ridgewood,40.71194,-73.91414,Entire home/apt,200,3,9,1.19,1,273,17,7.762745340129564
Manhattan,Hell's Kitchen,40.76423,-73.98891,Private room,145,2,12,1.59,1,37,33,5.890848349913823
Manhattan,Harlem,40.81022,-73.94547,Entire home/apt,132,2,18,2.32,1,123,19,11.964979225422843
Manhattan,East Harlem,40.8055,-73.93653,Entire home/apt,250,1,7,0.9,1,78,8,11.848331752061917
Manhattan,Chelsea,40.74419,-74.00067,Entire home/apt,125,30,2,0.32,2,67,126,3.5147791027098587
Queens,Ridgewood,40.70356,-73.90241,Private room,75,2,2,0.32,1,52,50,8.813820977115775
Manhattan,Lower East Side,40.7184,-73.98719,Entire home/apt,692,1,33,4.36,1,256,17,1.7066948320625803
Queens,Long Island City,40.73511,-73.92488,Private room,79,5,1,0.16,4,315,187,7.287498126988597
Brooklyn,Bedford-Stuyvesant,40.68931,-73.94041,Entire home/apt,95,2,1,0.15,1,8,196,6.12636780415144
Manhattan,Midtown,40.74563,-73.98342,Entire home/apt,300,1,14,1.92,1,5,63,4.1146067876795325
Queens,Jackson Heights,40.75457,-73.86162,Private room,100,7,0,0.0,2,179,3025,13.048486082399508
Brooklyn,Carroll Gardens,40.67948,-73.99531,Entire home/apt,147,6,14,1.84,1,14,18,3.808837952110136
Manhattan,Washington Heights,40.85359,-73.92982,Private room,35,1,34,4.25,1,4,16,16.905418587468663
Brooklyn,Bedford-Stuyvesant,40.68901,-73.92826,Private room,125,7,0,0.0,1,363,3025,7.081392135902506
Manhattan,East Harlem,40.79768,-73.93455,Private room,40,2,2,0.26,1,0,189,11.191583508745097
Brooklyn,East Flatbush,40.64608,-73.94738,Private room,80,1,71,8.99,2,35,2,8.913752241046573
Manhattan,Hell's Kitchen,40.75922,-73.9969,Private room,105,1,10,1.28,1,191,8,5.21188166616404
Manhattan,Harlem,40.8063,-73.9558,Entire home/apt,350,3,1,0.16,1,5,189,11.215040565869105
Brooklyn,East New York,40.67037,-73.85899,Private room,90,3,0,0.0,1,180,3025,13.289500336469946
Brooklyn,Greenpoint,40.73039,-73.95434,Entire home/apt,270,7,2,0.32,1,20,85,4.781821276370551
Brooklyn,Greenpoint,40.73123,-73.95664,Private room,80,5,1,0.16,1,22,192,4.645446299587065
Brooklyn,Crown Heights,40.67442,-73.95165,Private room,50,7,1,0.15,1,0,204,6.266446128249166
Brooklyn,Boerum Hill,40.68589,-73.98543,Entire home/apt,300,2,1,0.16,1,0,191,3.4572169143078715
Brooklyn,Greenpoint,40.72744,-73.94673,Entire home/apt,195,3,12,1.71,1,112,14,5.265015493367736
Manhattan,Upper West Side,40.77951,-73.97765,Entire home/apt,200,5,3,0.49,1,0,44,7.785409042933596
Manhattan,West Village,40.73649,-73.99927,Entire home/apt,400,3,3,0.49,1,3,18,2.691483137755133
Manhattan,Harlem,40.81927,-73.93886,Private room,200,1,8,1.13,1,0,87,13.112143667268052
Queens,Woodside,40.75507,-73.90741,Entire home/apt,80,3,4,0.61,1,0,136,9.559919585507945
Manhattan,East Harlem,40.79758,-73.93808,Entire home/apt,98,1,0,0.0,1,25,3025,11.024248418822578
Brooklyn,Williamsburg,40.71365,-73.93838,Entire home/apt,150,4,2,0.25,1,1,189,5.714587703115589
Manhattan,Harlem,40.82687,-73.94364,Entire home/apt,90,6,3,0.46,2,108,62,13.717953575480168
Manhattan,Upper West Side,40.78413,-73.97451,Private room,100,1,75,9.62,2,248,3,8.355658119364259
Manhattan,Upper West Side,40.80004,-73.96088,Private room,50,2,30,4.81,4,6,8,10.41023743918038
Manhattan,Upper West Side,40.80043,-73.95859,Private room,50,2,31,4.84,4,112,2,10.522592782322874
Bronx,Kingsbridge,40.87,-73.90129,Private room,39,4,33,4.36,1,86,15,19.566545919726316
Manhattan,Inwood,40.86268,-73.9238,Entire home/apt,200,2,22,2.83,1,283,9,18.032305177797056
Manhattan,Upper West Side,40.79655,-73.96285,Entire home/apt,98,30,0,0.0,1,359,3025,9.98872145586911
Brooklyn,Bushwick,40.6988,-73.91388,Private room,85,1,2,0.27,1,0,198,7.9386126798535726
Queens,Rosedale,40.65567,-73.73076,Private room,65,1,45,6.75,1,277,23,24.11691983909242
Manhattan,East Harlem,40.80612,-73.93627,Private room,120,1,20,6.0,3,357,8,11.919017724404123
Brooklyn,Bedford-Stuyvesant,40.68515,-73.93255,Entire home/apt,64,2,7,0.92,1,6,160,6.9256130222286805
Brooklyn,Bedford-Stuyvesant,40.68012,-73.94795,Entire home/apt,200,3,1,0.68,1,11,43,6.102672770868133
Brooklyn,Bushwick,40.70328,-73.92474,Entire home/apt,100,5,1,0.16,3,0,193,6.947805438579005
Brooklyn,Sunset Park,40.66006,-73.99161,Entire home/apt,100,4,1,0.16,1,0,189,5.981655205622625
Brooklyn,Williamsburg,40.71101,-73.93613,Private room,105,2,2,0.28,2,148,212,5.907392193625383
Queens,Forest Hills,40.72104,-73.85391,Private room,89,2,13,1.73,2,24,9,12.883245625072282
Manhattan,Midtown,40.75652,-73.96859,Private room,100,2,8,1.09,1,6,65,5.792898925899616
Brooklyn,Fort Greene,40.69306,-73.97084,Private room,80,2,14,1.86,1,189,80,3.6925178752467747
Queens,Howard Beach,40.65628,-73.83172,Entire home/apt,220,2,58,7.53,1,144,3,16.013987303373273
Brooklyn,Bedford-Stuyvesant,40.69321,-73.93835,Entire home/apt,139,1,23,2.97,9,238,23,6.117113790912299
Manhattan,Harlem,40.79965,-73.95076,Private room,75,2,29,3.73,1,2,27,10.713461022316888
Manhattan,Financial District,40.70903,-74.00596,Entire home/apt,165,20,0,0.0,3,53,3025,0.4186658272754804
Manhattan,Upper West Side,40.7857,-73.97459,Private room,90,1,35,7.24,2,261,4,8.519004114052045
Queens,Astoria,40.77403,-73.92213,Entire home/apt,299,2,9,1.6,1,354,19,9.818987830745582
Bronx,Pelham Bay,40.84391,-73.83171,Entire home/apt,99,2,8,1.05,1,360,189,20.699164099289195
Queens,Woodhaven,40.68706,-73.8645,Private room,45,2,3,1.5,1,47,32,12.295809762970531
Manhattan,East Village,40.73042,-73.98491,Entire home/apt,750,3,0,0.0,2,179,3025,2.6464292743470827
Bronx,Fordham,40.8689,-73.88552,Entire home/apt,98,2,30,4.46,1,327,46,20.097214851158693
Manhattan,Washington Heights,40.83175,-73.94052,Private room,50,2,9,1.45,1,170,6,14.319440538078977
Manhattan,Harlem,40.81662,-73.93687,Entire home/apt,75,1,10,1.42,1,361,9,12.922482144754827
Manhattan,Greenwich Village,40.72871,-74.00009,Entire home/apt,250,2,4,0.55,1,0,205,1.8359875207945537
Brooklyn,DUMBO,40.70321,-73.98488,Entire home/apt,150,3,3,0.4,1,7,110,2.0783336722285912
Manhattan,Midtown,40.76477,-73.97592,Entire home/apt,199,3,7,1.59,3,358,21,6.305733402967168
Queens,Forest Hills,40.73134,-73.8521,Entire home/apt,175,2,6,0.93,1,168,9,13.164630451564623
Brooklyn,Bushwick,40.70557,-73.92445,Private room,42,1,2,0.32,3,0,183,6.937905224750871
Manhattan,Midtown,40.76651,-73.98289,Entire home/apt,201,2,33,4.21,1,227,27,6.275728693970196
Brooklyn,East Flatbush,40.65477,-73.95159,Entire home/apt,150,3,1,0.16,1,0,190,7.917248387491417
Manhattan,Greenwich Village,40.72893,-73.99512,Entire home/apt,89,2,22,2.83,1,11,4,2.013317621189877
Brooklyn,Bedford-Stuyvesant,40.69522,-73.94027,Private room,50,7,1,0.37,1,0,81,5.887935348952315
Brooklyn,Clinton Hill,40.69116,-73.96538,Entire home/apt,170,2,3,0.39,1,0,192,4.190433191637884
Brooklyn,Williamsburg,40.7213,-73.95677,Entire home/apt,210,4,3,0.44,1,4,37,4.265390041997621
Queens,Woodside,40.74951,-73.90787,Entire home/apt,110,2,27,4.38,1,137,4,9.237791778275481
Brooklyn,East New York,40.67419,-73.88123,Entire home/apt,200,2,30,3.85,2,76,4,11.384279474533196
Brooklyn,Williamsburg,40.70136,-73.94423,Private room,65,2,3,0.59,1,89,131,5.372334936906002
Manhattan,NoHo,40.72831,-73.99327,Entire home/apt,179,1,1,0.57,33,348,53,2.0306017617017353
Brooklyn,Bushwick,40.69869,-73.9124,Entire home/apt,82,3,3,0.42,1,26,93,8.06367122297514
Manhattan,East Harlem,40.8074,-73.93711,Entire home/apt,180,1,17,2.38,1,334,7,12.008264304268389
Brooklyn,Prospect-Lefferts Gardens,40.66108,-73.94959,Entire home/apt,105,4,1,0.16,1,0,187,7.464898380630064
Brooklyn,Williamsburg,40.71841,-73.94343,Entire home/apt,174,2,27,3.6,1,126,7,5.323478919558218
Brooklyn,Greenpoint,40.73306,-73.95353,Private room,119,1,0,0.0,33,365,3025,4.971252675366658
Brooklyn,Bedford-Stuyvesant,40.68064,-73.94856,Entire home/apt,125,3,16,2.21,1,4,17,6.026888741851132
Queens,Forest Hills,40.71694,-73.83442,Private room,100,2,3,0.42,1,161,63,14.505230905535152
Manhattan,Flatiron District,40.74283,-73.99273,Private room,80,1,0,0.0,1,0,3025,3.5181803771464217
Manhattan,Hell's Kitchen,40.76192,-73.99698,Entire home/apt,400,3,14,1.92,1,0,100,5.507672292074721
Brooklyn,Bushwick,40.70113,-73.92893,Private room,45,3,4,0.56,3,276,143,6.64061131151997
Brooklyn,Fort Greene,40.68946,-73.97279,Entire home/apt,270,3,1,0.14,1,125,213,3.8203915220286877
Queens,Flushing,40.75948,-73.8341,Private room,75,1,3,0.39,4,75,23,15.417916035148524
Manhattan,Hell's Kitchen,40.76356,-73.98772,Entire home/apt,241,3,8,1.06,2,23,4,5.844491876358157
Brooklyn,Greenpoint,40.73259,-73.94977,Shared room,119,1,0,0.0,33,180,3025,5.2343823747681455
Manhattan,Harlem,40.82437,-73.95177,Entire home/apt,95,1,51,6.95,1,1,2,13.208712632895443
Manhattan,Lower East Side,40.71391,-73.97747,Entire home/apt,225,2,1,0.16,1,0,189,2.4138950395939016
Manhattan,Upper West Side,40.79821,-73.96058,Private room,70,2,33,4.88,4,114,12,10.230876800614
Manhattan,Harlem,40.82484,-73.95271,Entire home/apt,115,4,8,1.06,1,0,38,13.230478824823182
Manhattan,West Village,40.73678,-74.00469,Entire home/apt,200,1,0,0.0,1,87,3025,2.6652441044610393
Brooklyn,Bedford-Stuyvesant,40.69287,-73.9432,Private room,80,2,23,2.94,4,257,124,5.750318234046718
Queens,Far Rockaway,40.59894,-73.75629,Private room,85,1,2,0.38,4,362,30,24.613981057233783
Manhattan,Lower East Side,40.71864,-73.9847,Entire home/apt,160,5,20,2.7,1,0,8,1.9130361230531887
Brooklyn,Bushwick,40.68633,-73.91413,Entire home/apt,85,30,3,0.44,26,313,70,8.302266339061854
Brooklyn,Crown Heights,40.67244,-73.95992,Private room,75,2,45,5.74,1,9,2,5.937816980845711
Bronx,Norwood,40.87064,-73.8797,Private room,60,1,9,1.19,2,310,175,20.514939457119556
Brooklyn,Bushwick,40.69696,-73.93024,Private room,50,14,4,1.21,1,129,14,6.639666349827158
Brooklyn,Park Slope,40.67117,-73.97836,Entire home/apt,75,29,1,1.0,1,200,25,5.179738733162166
Queens,Astoria,40.76934,-73.91895,Private room,70,5,3,0.38,4,90,48,9.668618216835013
Manhattan,Upper West Side,40.78196,-73.98283,Entire home/apt,400,2,2,0.31,1,89,115,7.925523478733533
Manhattan,Harlem,40.82765,-73.94625,Private room,99,1,0,0.0,1,89,3025,13.715400771184088
Brooklyn,Bedford-Stuyvesant,40.67773,-73.90865,Private room,40,2,4,1.67,1,363,24,9.103268387355959
Brooklyn,Park Slope,40.67331,-73.97471,Entire home/apt,93,3,2,0.46,1,5,16,5.121084092575195
Queens,St. Albans,40.70275,-73.75043,Private room,70,2,3,0.4,2,105,93,21.625925475156784
Manhattan,Hell's Kitchen,40.75989,-73.99227,Private room,85,2,1,0.14,3,0,209,5.356353199634717
Queens,Hollis,40.71523,-73.76992,Entire home/apt,100,2,44,5.55,1,310,8,19.95005783016912
Brooklyn,Bushwick,40.69658,-73.90968,Private room,60,1,6,0.79,2,0,130,8.336864727011838
Brooklyn,Bushwick,40.70183,-73.92028,Private room,50,1,1,0.13,1,66,238,7.345594297632044
Manhattan,Hell's Kitchen,40.75625,-73.99678,Private room,107,1,19,2.5,30,156,44,4.887522121748814
Manhattan,Greenwich Village,40.72863,-74.00125,Private room,43,5,3,0.39,1,5,43,1.8031268499137802
Brooklyn,Bedford-Stuyvesant,40.69195,-73.93892,Private room,75,2,26,3.66,2,21,12,6.123687154788219
Brooklyn,Bedford-Stuyvesant,40.69122,-73.93753,Private room,65,2,17,2.48,2,21,15,6.263193631785482
Brooklyn,Bedford-Stuyvesant,40.67916,-73.9114,Shared room,24,1,11,1.49,17,85,22,8.825275889170248
Manhattan,Upper East Side,40.77768,-73.95064,Entire home/apt,150,31,1,0.27,33,338,110,8.589023179235301
Manhattan,Financial District,40.70425,-74.00856,Entire home/apt,325,30,0,0.0,232,304,3025,0.9737962576696263
Brooklyn,Bedford-Stuyvesant,40.6916,-73.95483,Entire home/apt,135,2,5,0.68,1,45,86,4.923798905639703
Manhattan,Financial District,40.70497,-74.00746,Entire home/apt,267,30,1,0.27,232,189,111,0.8782175050169033
Brooklyn,Greenpoint,40.72203,-73.94709,Entire home/apt,249,7,0,0.0,2,0,3025,5.08194843698979
Brooklyn,Bushwick,40.69372,-73.92283,Entire home/apt,120,1,39,5.27,1,196,17,7.341219538332136
Manhattan,West Village,40.73836,-74.00128,Entire home/apt,130,8,6,1.13,1,1,44,2.8662760131217797
Manhattan,Harlem,40.82358,-73.95178,Entire home/apt,300,2,0,0.0,1,32,3025,13.126172120631644
Manhattan,Harlem,40.81804,-73.94375,Entire home/apt,100,2,2,0.27,1,0,190,12.814328811713604
Manhattan,Midtown,40.75125,-73.97105,Entire home/apt,145,30,0,0.0,96,0,3025,5.19115311367745
Queens,Jackson Heights,40.75068,-73.87739,Private room,80,2,5,2.5,1,57,32,11.650302376224602
Brooklyn,Williamsburg,40.70245,-73.93603,Private room,75,1,4,0.53,1,35,189,6.023545586666892
Brooklyn,Bedford-Stuyvesant,40.68986,-73.9249,Private room,50,1,6,1.0,1,0,71,7.31216529274339
Brooklyn,Crown Heights,40.67812,-73.94618,Entire home/apt,129,3,30,3.96,3,81,13,6.355711631050842
Manhattan,Upper East Side,40.77919,-73.95182,Entire home/apt,150,31,7,0.96,33,338,44,8.677167634827397
Manhattan,Hell's Kitchen,40.76735,-73.98524,Entire home/apt,275,30,0,0.0,96,325,3025,6.306398279612618
Brooklyn,Greenpoint,40.72424,-73.94984,Entire home/apt,100,6,0,0.0,1,0,3025,4.9121938837093175
Manhattan,Upper East Side,40.77751,-73.95174,Entire home/apt,150,31,1,0.67,33,338,45,8.522884512678235
Brooklyn,Bedford-Stuyvesant,40.68942,-73.95455,Entire home/apt,160,2,33,4.65,1,246,6,5.064393786772406
Brooklyn,Clinton Hill,40.68632,-73.96292,Entire home/apt,450,2,5,0.66,1,11,4,4.680105496397539
Brooklyn,Greenpoint,40.71942,-73.95011,Private room,75,4,2,0.26,1,0,213,4.779310581371993
Brooklyn,Bushwick,40.69285,-73.92085,Private room,79,3,0,0.0,1,24,3025,7.529489450685332
Brooklyn,Gowanus,40.66736,-73.99467,Private room,53,1,0,0.0,3,317,3025,5.136096559432528
Manhattan,Inwood,40.86414,-73.92537,Private room,50,3,1,0.16,1,0,192,18.13188530214324
Brooklyn,Crown Heights,40.67826,-73.96379,Entire home/apt,200,4,2,0.25,1,8,187,5.238306819302705
Manhattan,East Village,40.73015,-73.98447,Entire home/apt,350,3,3,0.48,1,5,23,2.649722240784041
Manhattan,East Village,40.7288,-73.98058,Entire home/apt,200,2,6,0.95,1,7,16,2.7874032525847485
Queens,Long Island City,40.76538,-73.93882,Private room,85,1,18,2.5,6,363,43,8.142020318854016
Brooklyn,Williamsburg,40.71633,-73.94138,Entire home/apt,200,1,5,0.66,1,0,23,5.4742555149554954
Manhattan,Lower East Side,40.71752,-73.98887,Private room,75,2,24,3.14,2,7,16,1.5394035101410095
Manhattan,Upper West Side,40.78105,-73.97633,Entire home/apt,249,2,13,1.82,1,0,131,7.982593200591253
Brooklyn,Gowanus,40.68198,-73.98962,Private room,77,30,0,0.0,3,365,3025,3.691900378081922
Brooklyn,Flatbush,40.64491,-73.9573,Private room,55,2,17,2.31,2,142,72,8.590013751014087
Queens,Flushing,40.76531,-73.8138,Private room,43,2,6,0.8,1,0,185,17.249865480424937
Manhattan,Upper West Side,40.79505,-73.96382,Private room,90,2,2,0.59,4,43,83,9.803770884393888
Queens,College Point,40.79469,-73.84544,Private room,50,5,0,0.0,1,0,3025,16.326084143662094
Brooklyn,Flatbush,40.64664,-73.95486,Private room,60,1,3,0.48,1,0,163,8.524626949488798
Brooklyn,Greenpoint,40.72074,-73.94371,Entire home/apt,95,3,0,0.0,3,0,3025,5.336496063859981
Manhattan,Hell's Kitchen,40.76203,-73.99353,Entire home/apt,600,3,0,0.0,2,17,3025,5.567481387098801
Manhattan,Lower East Side,40.72042,-73.98414,Private room,159,2,29,4.39,1,209,5,2.0316568788525027
Manhattan,Financial District,40.70772,-74.01489,Private room,220,1,1,0.6,4,365,49,0.939457480270579
Manhattan,Washington Heights,40.83901,-73.93802,Entire home/apt,199,2,18,2.56,1,171,8,15.14497738629647
Brooklyn,Crown Heights,40.67152,-73.94712,Private room,600,3,0,0.0,2,89,3025,6.76629152754529
Manhattan,Lower East Side,40.71762,-73.98606,Entire home/apt,450,2,0,0.0,1,0,3025,1.7678335145070618
Manhattan,Upper East Side,40.77064,-73.95124,Entire home/apt,150,3,11,1.56,1,49,17,7.9150559068160184
Manhattan,Midtown,40.75638,-73.9675,Private room,100,3,6,0.85,1,45,79,5.830727382870294
Manhattan,Upper West Side,40.79672,-73.96169,Entire home/apt,150,2,29,3.97,1,11,14,10.042385936162708
Brooklyn,Bedford-Stuyvesant,40.6887,-73.92742,Entire home/apt,150,5,3,0.46,1,24,116,7.160118007495369
Bronx,Pelham Gardens,40.86279,-73.83947,Entire home/apt,87,2,26,3.42,1,7,9,21.794528716978142
Manhattan,Lower East Side,40.72122,-73.98652,Private room,85,4,2,0.28,1,0,186,1.8929887018053784
Brooklyn,Prospect Heights,40.67786,-73.97029,Entire home/apt,110,2,5,0.89,1,0,74,4.915732789670084
Queens,St. Albans,40.7008,-73.75121,Private room,70,2,3,0.4,2,186,51,21.57270570147649
Manhattan,Washington Heights,40.85229,-73.9394,Private room,97,2,0,0.0,1,365,3025,16.478909909702868
Manhattan,West Village,40.72943,-74.00243,Entire home/apt,269,30,1,0.16,232,234,185,1.871206799324494
Manhattan,Upper East Side,40.77196,-73.95175,Entire home/apt,255,30,0,0.0,232,157,3025,8.009720624281016
Brooklyn,Gowanus,40.68155,-73.98947,Private room,79,30,0,0.0,3,365,3025,3.7409273113295978
Manhattan,Financial District,40.70462,-74.00912,Entire home/apt,248,30,0,0.0,232,338,3025,0.9458638857107108
Manhattan,Harlem,40.81857,-73.9557,Private room,59,1,2,0.36,1,0,156,12.489911361832739
Manhattan,Midtown,40.74687,-73.98836,Entire home/apt,220,2,8,1.48,13,315,25,4.066324446179797
Brooklyn,Bushwick,40.69936,-73.9242,Entire home/apt,170,2,36,5.24,1,191,7,7.072021641229472
Queens,Ditmars Steinway,40.76992,-73.89719,Entire home/apt,62,5,3,0.76,1,6,52,11.166883447889818
Brooklyn,Williamsburg,40.71837,-73.95882,Private room,99,2,9,1.16,2,46,22,4.034212475080592
Brooklyn,Sheepshead Bay,40.58403,-73.95692,Entire home/apt,180,3,4,0.63,3,156,30,14.88990828055708
Brooklyn,Crown Heights,40.67726,-73.95573,Entire home/apt,140,7,0,0.0,1,0,3025,5.799073684029476
Brooklyn,East Flatbush,40.64391,-73.94833,Entire home/apt,57,1,6,0.8,1,0,182,9.07165884966773
Brooklyn,Sheepshead Bay,40.58496,-73.95739,Entire home/apt,250,3,4,0.62,3,360,16,14.779642459032326
Manhattan,West Village,40.73444,-74.00562,Private room,190,2,4,0.53,2,0,73,2.4033054883795186
Staten Island,Tompkinsville,40.62917,-74.08619,Entire home/apt,120,3,15,1.92,1,166,8,11.498619171519858
Manhattan,Hell's Kitchen,40.75551,-73.99236,Entire home/apt,300,4,8,1.06,1,7,16,4.8808406340810295
Manhattan,NoHo,40.72865,-73.99148,Entire home/apt,179,1,0,0.0,33,179,3025,2.1454648680378154
Brooklyn,Prospect-Lefferts Gardens,40.65786,-73.95813,Entire home/apt,135,2,29,4.01,1,80,10,7.3210066080618885
Manhattan,Harlem,40.82414,-73.93912,Private room,60,4,11,1.53,2,161,21,13.592595507756423
Manhattan,East Village,40.72514,-73.98504,Entire home/apt,175,3,7,0.9,1,110,101,2.23921054882789
Manhattan,Upper East Side,40.77064,-73.96197,Entire home/apt,345,7,15,1.92,1,21,25,7.421994250281818
Brooklyn,Greenpoint,40.73278,-73.95368,Private room,119,1,0,0.0,33,180,3025,4.945936914829135
Brooklyn,Windsor Terrace,40.65696,-73.97942,Entire home/apt,130,7,1,1.0,1,11,12,6.595451676584788
Manhattan,Upper East Side,40.77717,-73.95404,Entire home/apt,182,2,28,3.85,1,64,7,8.38783377564163
Manhattan,Upper East Side,40.77487,-73.95654,Entire home/apt,123,1,0,0.0,1,0,3025,8.059866197762949
Manhattan,Harlem,40.80877,-73.94122,Private room,100,2,0,0.0,2,0,3025,11.979162709875332
Brooklyn,Williamsburg,40.70956,-73.96552,Private room,90,2,39,5.37,2,78,13,3.439486176469479
Manhattan,Harlem,40.80945,-73.94183,Entire home/apt,175,3,1,0.16,2,46,189,12.023081075006099
Brooklyn,East Flatbush,40.65129,-73.92696,Private room,35,1,10,1.32,3,83,7,9.555320302916076
Brooklyn,Greenpoint,40.72051,-73.95464,Entire home/apt,103,3,3,0.46,1,11,51,4.423288701335104
Queens,Far Rockaway,40.59802,-73.75497,Private room,70,1,12,1.69,4,361,20,24.762383312464888
Manhattan,Midtown,40.75959,-73.97084,Private room,100,3,1,0.16,1,0,190,5.984879563007337
Queens,Far Rockaway,40.59836,-73.75555,Private room,50,1,12,1.55,4,363,72,24.700849793246103
Brooklyn,Bedford-Stuyvesant,40.6871,-73.92449,Entire home/apt,125,3,20,2.58,1,339,15,7.456634450968799
Brooklyn,Williamsburg,40.70903,-73.94416,Private room,60,2,14,1.89,2,14,13,5.242329213084145
Manhattan,Harlem,40.81691,-73.94124,Private room,70,2,17,2.44,1,27,10,12.789168861304303
Manhattan,East Harlem,40.78918,-73.94834,Entire home/apt,110,30,1,0.2,2,0,147,9.780318695062599
Manhattan,Harlem,40.7997,-73.9534,Entire home/apt,600,3,0,0.0,1,83,3025,10.623334222409175
Manhattan,East Harlem,40.79052,-73.94838,Entire home/apt,120,29,1,0.77,2,0,39,9.907964080880724
Manhattan,Financial District,40.70815,-74.00513,Private room,115,2,4,0.55,1,177,189,0.5215817707813526
Brooklyn,DUMBO,40.7034,-73.98544,Entire home/apt,219,3,16,2.5,1,332,13,2.026891174767864
Manhattan,Chelsea,40.74164,-73.99656,Entire home/apt,250,3,18,3.44,1,51,18,3.3004437953082224
Queens,St. Albans,40.6968,-73.76592,Entire home/apt,135,1,69,10.67,1,158,7,20.366670085774658
Brooklyn,Williamsburg,40.71323,-73.96319,Entire home/apt,90,7,1,0.16,1,0,188,3.6177197129914442
Brooklyn,Sheepshead Bay,40.59021,-73.948,Private room,55,1,45,5.74,3,83,24,14.47012962514785
Manhattan,Inwood,40.8597,-73.92748,Private room,75,2,5,0.66,1,0,185,17.608116876109378
Brooklyn,Brooklyn Heights,40.70099,-73.99532,Entire home/apt,100,31,0,0.0,2,310,3025,1.5920251999520085
Queens,Jamaica,40.67196,-73.77821,Entire home/apt,155,1,59,7.6,2,287,13,19.78088875354921
Brooklyn,Bedford-Stuyvesant,40.69233,-73.94366,Private room,70,1,1,0.14,1,0,220,5.737967543042796
Queens,Ditmars Steinway,40.77751,-73.90956,Private room,85,2,2,0.29,2,278,39,10.861954609840046
Manhattan,Inwood,40.86159,-73.92686,Private room,60,1,15,2.01,9,89,15,17.822256540887487
Brooklyn,Bushwick,40.70094,-73.91992,Private room,59,1,1,0.75,5,148,39,7.3926111526475
Brooklyn,Prospect-Lefferts Gardens,40.65646,-73.95229,Entire home/apt,115,2,1,0.15,1,0,195,7.730325373733705
Queens,Flushing,40.76345,-73.828,Private room,73,1,5,1.17,5,87,21,16.052816375434073
Queens,Ridgewood,40.70947,-73.90039,Private room,75,2,0,0.0,1,0,3025,8.931854001068778
Manhattan,Greenwich Village,40.72978,-73.99982,Entire home/apt,275,1,4,0.61,1,0,44,1.9565612456524941
Brooklyn,Bedford-Stuyvesant,40.68137,-73.95714,Private room,100,1,2,0.26,1,311,192,5.406980339690769
Queens,St. Albans,40.69866,-73.76759,Private room,59,1,0,0.0,2,365,3025,20.20870488243304
Brooklyn,Sunset Park,40.65977,-73.99087,Private room,40,8,7,0.96,1,66,27,6.026155811292984
Brooklyn,Bedford-Stuyvesant,40.6972,-73.93613,Private room,75,2,6,0.86,1,84,25,6.1535367985904115
Queens,St. Albans,40.69869,-73.749,Entire home/apt,250,3,4,0.63,3,348,30,21.775059743364466
Brooklyn,Bedford-Stuyvesant,40.67966,-73.90755,Private room,28,3,1,0.16,1,0,189,9.09850240269651
Brooklyn,Greenpoint,40.73561,-73.95873,Entire home/apt,150,3,3,0.48,1,42,87,4.729168384800802
Brooklyn,Sheepshead Bay,40.59823,-73.95909,Shared room,30,2,5,0.66,10,0,27,13.32688311842139
Manhattan,Chelsea,40.7507,-74.00261,Entire home/apt,170,3,6,0.84,1,170,9,4.218478123829882
Queens,Flushing,40.76079,-73.83387,Private room,90,3,1,0.16,2,90,184,15.485539721546887
Queens,Flushing,40.76068,-73.82233,Private room,66,2,19,2.73,1,312,15,16.400247786466842
Brooklyn,Williamsburg,40.70901,-73.9676,Entire home/apt,300,4,2,0.32,1,161,80,3.2720468552071864
Manhattan,Harlem,40.82199,-73.95632,Entire home/apt,120,5,1,0.16,1,0,188,12.830478486063797
